Row	Sample	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	First Attempt	Incorrects	Hints	Corrects	Condition	KC (Geometry)	Opportunity (Geometry)	Predicted Error Rate (Geometry)	KC (KRE_circle_area)	Opportunity (KRE_circle_area)	Predicted Error Rate (KRE_circle_area)	KC (Khushboo)	Opportunity (Khushboo)	Predicted Error Rate (Khushboo)	KC (MJB-SQRECT-Merge)	Opportunity (MJB-SQRECT-Merge)	Predicted Error Rate (MJB-SQRECT-Merge)	KC (MyKC)	Opportunity (MyKC)	Predicted Error Rate (MyKC)	KC (NNEWWW)	Opportunity (NNEWWW)	Predicted Error Rate (NNEWWW)	KC (New)	Opportunity (New)	Predicted Error Rate (New)	KC (NewModel)	Opportunity (NewModel)	Predicted Error Rate (NewModel)	KC (Single-KC)	Opportunity (Single-KC)	Predicted Error Rate (Single-KC)	KC (Textbook)	Opportunity (Textbook)	Predicted Error Rate (Textbook)	KC (Textbook-test)	Opportunity (Textbook-test)	Predicted Error Rate (Textbook-test)	KC (Unique-step)	Opportunity (Unique-step)	Predicted Error Rate (Unique-step)	KC (Zhulin_Textbook11_SquareRectMerge)	Opportunity (Zhulin_Textbook11_SquareRectMerge)	Predicted Error Rate (Zhulin_Textbook11_SquareRectMerge)	KC (new KC model name)	Opportunity (new KC model name)	Predicted Error Rate (new KC model name)
3149	All Data	Stu_c232f8b37b15ea9fce7afc6b73df17bb	Unit Area	TWO_CIRCLES_IN_CIRCLE	1	(CIRCLE-RADIUS_AB QUESTION1)	1996-02-01 00:51:57	1996-02-01 00:51:57	1996-02-01 00:51:57	1996-02-01 00:51:57	0	0	.	correct	0	0	1	.	Geometry	158	0.2556	compose-by-addition	17	0.2752	compose-by-addition	17	0.2865	compose-by-addition	17	0.2754	compose-by-addition	17	0.2750	compose-by-addition	17	0.2750	compose-by-addition	17	0.2754	compose-by-addition	17	0.2754	Single-KC	158	0.2556	compose-by-addition	17	0.2750	compose-by-addition	17	0.2754	KC32	1	0.5072	compose-by-addition	17	0.2754	compose-by-addition	14	0.2999
3150	All Data	Stu_c232f8b37b15ea9fce7afc6b73df17bb	Unit Area	TWO_CIRCLES_IN_CIRCLE	1	(CIRCLE-AREA_A QUESTION1)	1996-02-01 00:51:57	1996-02-01 00:52:18	1996-02-01 00:52:18	1996-02-01 00:52:18	21	21	.	correct	0	0	1	.	Geometry	159	0.2555	circle-area	14	0.2167	area	106	0.2325	circle-area	19	0.1746	circle-area	19	0.1746	circle-area	19	0.1746	circle-area	19	0.1746	circle-area	19	0.1746	Single-KC	159	0.2555	circle-area	19	0.1746	circle-area	19	0.1746	KC124	1	0.2946	circle-area	19	0.1746	circle-area	19	0.1741
3151	All Data	Stu_c232f8b37b15ea9fce7afc6b73df17bb	Unit Area	TWO_CIRCLES_IN_CIRCLE	1	(CIRCLE-AREA_S QUESTION1)	1996-02-01 00:52:18	1996-02-01 00:52:46	1996-02-01 00:52:46	1996-02-01 00:52:46	28	28	.	correct	0	0	1	.	Geometry	160	0.2555	circle-area	15	0.2025	area	107	0.2321	circle-area	20	0.1650	circle-area	20	0.1651	circle-area	20	0.1651	circle-area	20	0.1650	circle-area	20	0.1650	Single-KC	160	0.2555	circle-area	20	0.1651	circle-area	20	0.1650	KC30	1	0.0905	circle-area	20	0.1650	circle-area	20	0.1645
3152	All Data	Stu_c232f8b37b15ea9fce7afc6b73df17bb	Unit Area	TWO_CIRCLES_IN_CIRCLE	1	(CIRCLE-AREA_O QUESTION1)	1996-02-01 00:52:46	1996-02-01 00:52:55	1996-02-01 00:52:55	1996-02-01 00:52:55	9	9	.	correct	0	0	1	.	Geometry	161	0.2554	circle-area	16	0.1889	area	108	0.2317	circle-area	21	0.1558	circle-area	21	0.1559	circle-area	21	0.1559	circle-area	21	0.1558	circle-area	21	0.1558	Single-KC	161	0.2554	circle-area	21	0.1559	circle-area	21	0.1558	KC81	1	0.1733	circle-area	21	0.1558	circle-area	21	0.1553
3153	All Data	Stu_c232f8b37b15ea9fce7afc6b73df17bb	Unit Area	TWO_CIRCLES_IN_CIRCLE	1	(SHADED-AREA QUESTION1)	1996-02-01 00:52:55	1996-02-01 00:53:02	1996-02-01 00:53:02	1996-02-01 00:53:02	7	7	.	correct	0	0	1	.	Geometry	162	0.2554	compose-by-addition	18	0.2752	compose-by-addition	18	0.2865	compose-by-addition	18	0.2754	compose-by-addition	18	0.2750	compose-by-addition	18	0.2750	compose-by-addition	18	0.2754	compose-by-addition	18	0.2754	Single-KC	162	0.2554	compose-by-addition	18	0.2750	compose-by-addition	18	0.2754	KC129	1	0.5954	compose-by-addition	18	0.2754	compose-by-addition	15	0.2999
3154	All Data	Stu_c232f8b37b15ea9fce7afc6b73df17bb	Unit Area	TWO_CIRCLES_IN_SQUARE	1	(SQUARE-BASE QUESTION1)	1996-02-01 00:53:34	1996-02-01 00:53:34	1996-02-01 00:53:34	1996-02-01 00:53:34	0	0	.	correct	0	0	1	.	Geometry	163	0.2554	compose-by-multiplication	11	0.1703	compose-by-multiplication	11	0.1723	compose-by-multiplication	11	0.1701	compose-by-multiplication	11	0.1702	compose-by-multiplication	11	0.1702	compose-by-multiplication	11	0.1701	compose-by-multiplication	11	0.1701	Single-KC	163	0.2554	compose-by-multiplication	11	0.1702	compose-by-multiplication	11	0.1701	KC111	1	0.4297	compose-by-multiplication	11	0.1701	compose-by-multiplication	11	0.1697
3155	All Data	Stu_c232f8b37b15ea9fce7afc6b73df17bb	Unit Area	TWO_CIRCLES_IN_SQUARE	1	(CIRCLE-AREA QUESTION1)	1996-02-01 00:53:34	1996-02-01 00:53:53	1996-02-01 00:53:53	1996-02-01 00:53:53	19	19	.	correct	0	0	1	.	Geometry	164	0.2553	circle-area	17	0.1760	area	109	0.2312	circle-area	22	0.1471	circle-area	22	0.1472	circle-area	22	0.1472	circle-area	22	0.1471	circle-area	22	0.1471	Single-KC	164	0.2553	circle-area	22	0.1472	circle-area	22	0.1471	KC2	1	0.0417	circle-area	22	0.1471	circle-area	22	0.1465
3156	All Data	Stu_c232f8b37b15ea9fce7afc6b73df17bb	Unit Area	TWO_CIRCLES_IN_SQUARE	1	(SQUARE-AREA QUESTION1)	1996-02-01 00:53:53	1996-02-01 00:54:06	1996-02-01 00:54:06	1996-02-01 00:54:06	13	13	.	correct	0	0	1	.	Geometry	165	0.2553	square-area	9	0.0739	area	110	0.2308	sq_rect-area	25	0.0655	square-area	9	0.0738	square-area	9	0.0738	square-rect-area	25	0.0655	square-rect-area	25	0.0655	Single-KC	165	0.2553	square-area	9	0.0738	rectangle-area	25	0.0655	KC29	1	0.1713	square-rect-area	25	0.0655	square-rect-area	19	0.0581
3157	All Data	Stu_c232f8b37b15ea9fce7afc6b73df17bb	Unit Area	TWO_CIRCLES_IN_SQUARE	1	(SHADED-AREA QUESTION1)	1996-02-01 00:54:06	1996-02-01 00:54:10	1996-02-01 00:54:11	1996-02-01 00:54:11	5	.	5	incorrect	1	0	1	.	Geometry	166	0.2552	compose-by-addition	19	0.2752	compose-by-addition	19	0.2865	compose-by-addition	19	0.2754	compose-by-addition	19	0.2750	compose-by-addition	19	0.2750	compose-by-addition	19	0.2754	compose-by-addition	19	0.2754	Single-KC	166	0.2552	compose-by-addition	19	0.2750	compose-by-addition	19	0.2754	KC96	1	0.5765	compose-by-addition	19	0.2754	compose-by-addition	16	0.2999
3158	All Data	Stu_c232f8b37b15ea9fce7afc6b73df17bb	Unit Area	TRIANGLE_AREA	1	(AREA QUESTION1)	1996-02-01 00:54:19	1996-02-01 00:54:19	1996-02-01 00:54:19	1996-02-01 00:54:19	0	0	.	correct	0	0	1	.	Geometry	167	0.2552	triangle-area	17	0.2127	area	111	0.2304	triangle-area	17	0.2127	triangle-area	17	0.2128	triangle-area	17	0.2128	triangle-area	17	0.2127	triangle-area	17	0.2127	Single-KC	167	0.2552	triangle-area	17	0.2128	triangle-area	17	0.2127	KC37	1	0.1169	triangle-area	17	0.2127	triangle-area	17	0.2124
3159	All Data	Stu_c232f8b37b15ea9fce7afc6b73df17bb	Unit Area	POGS	2	(SQUARE-AREA QUESTION1)	1996-02-01 00:54:26	1996-02-01 00:54:26	1996-02-01 00:54:26	1996-02-01 00:54:26	0	0	.	correct	0	0	1	.	Geometry	168	0.2551	square-area	10	0.0739	area	112	0.2300	sq_rect-area	26	0.0641	square-area	10	0.0738	square-area	10	0.0738	square-rect-area	26	0.0641	square-rect-area	26	0.0641	Single-KC	168	0.2551	square-area	10	0.0738	rectangle-area	26	0.0641	KC54	1	0.1351	square-rect-area	26	0.0641	square-rect-area	20	0.0561
3160	All Data	Stu_c232f8b37b15ea9fce7afc6b73df17bb	Unit Area	POGS	2	(POG-AREA QUESTION1)	1996-02-01 00:54:26	1996-02-01 00:54:32	1996-02-01 00:54:32	1996-02-01 00:54:32	6	6	.	correct	0	0	1	.	Geometry	169	0.2551	circle-area	18	0.1639	area	113	0.2295	circle-area	23	0.1387	circle-area	23	0.1389	circle-area	23	0.1389	circle-area	23	0.1387	circle-area	23	0.1387	Single-KC	169	0.2551	circle-area	23	0.1389	circle-area	23	0.1387	KC132	1	0.2196	circle-area	23	0.1387	circle-area	23	0.1382
3161	All Data	Stu_c232f8b37b15ea9fce7afc6b73df17bb	Unit Area	POGS	2	(SCRAP-METAL-AREA QUESTION1)	1996-02-01 00:54:32	1996-02-01 00:54:43	1996-02-01 00:54:43	1996-02-01 00:54:43	11	11	.	correct	0	0	1	.	Geometry	170	0.2551	compose-by-addition	20	0.2752	compose-by-addition	20	0.2865	compose-by-addition	20	0.2754	compose-by-addition	20	0.2750	compose-by-addition	20	0.2750	compose-by-addition	20	0.2754	compose-by-addition	20	0.2754	Single-KC	170	0.2551	compose-by-addition	20	0.2750	compose-by-addition	20	0.2754	KC94	2	0.3208	compose-by-addition	20	0.2754	compose-by-addition	17	0.2999
3162	All Data	Stu_c232f8b37b15ea9fce7afc6b73df17bb	Unit Area	POGS	2	(SQUARE-AREA QUESTION2)	1996-02-01 00:54:43	1996-02-01 00:54:50	1996-02-01 00:54:50	1996-02-01 00:54:50	7	7	.	correct	0	0	1	.	Geometry	171	0.2550	square-area	11	0.0739	area	114	0.2291	sq_rect-area	27	0.0627	square-area	11	0.0738	square-area	11	0.0738	square-rect-area	27	0.0627	square-rect-area	27	0.0627	Single-KC	171	0.2550	square-area	11	0.0738	rectangle-area	27	0.0627	KC59	1	0.0318	square-rect-area	27	0.0627	square-rect-area	21	0.0542
3163	All Data	Stu_c232f8b37b15ea9fce7afc6b73df17bb	Unit Area	POGS	2	(POG-AREA QUESTION2)	1996-02-01 00:54:50	1996-02-01 00:54:53	1996-02-01 00:54:54	1996-02-01 00:54:54	4	.	4	incorrect	1	0	1	.	Geometry	172	0.2550	circle-area	19	0.1524	area	115	0.2287	circle-area	24	0.1308	circle-area	24	0.1310	circle-area	24	0.1310	circle-area	24	0.1308	circle-area	24	0.1308	Single-KC	172	0.2550	circle-area	24	0.1310	circle-area	24	0.1308	KC57	1	0.1108	circle-area	24	0.1308	circle-area	24	0.1302
3164	All Data	Stu_c232f8b37b15ea9fce7afc6b73df17bb	Unit Area	POGS	2	(SCRAP-METAL-AREA QUESTION2)	1996-02-01 00:54:54	1996-02-01 00:55:00	1996-02-01 00:55:00	1996-02-01 00:55:00	6	6	.	correct	0	0	1	.	Geometry	173	0.2549	compose-by-addition	21	0.2752	compose-by-addition	21	0.2865	compose-by-addition	21	0.2754	compose-by-addition	21	0.2750	compose-by-addition	21	0.2750	compose-by-addition	21	0.2754	compose-by-addition	21	0.2754	Single-KC	173	0.2549	compose-by-addition	21	0.2750	compose-by-addition	21	0.2754	KC33	2	0.2596	compose-by-addition	21	0.2754	compose-by-addition	18	0.2999
3165	All Data	Stu_c232f8b37b15ea9fce7afc6b73df17bb	Unit Area	POGS	2	(SQUARE-AREA QUESTION3)	1996-02-01 00:55:00	1996-02-01 00:55:09	1996-02-01 00:55:09	1996-02-01 00:55:09	9	9	.	correct	0	0	1	.	Geometry	174	0.2549	square-area	12	0.0738	area	116	0.2283	sq_rect-area	28	0.0613	square-area	12	0.0738	square-area	12	0.0738	square-rect-area	28	0.0613	square-rect-area	28	0.0613	Single-KC	174	0.2549	square-area	12	0.0738	rectangle-area	28	0.0613	KC50	1	0.0488	square-rect-area	28	0.0613	square-rect-area	22	0.0523
3166	All Data	Stu_c232f8b37b15ea9fce7afc6b73df17bb	Unit Area	POGS	2	(POG-AREA QUESTION3)	1996-02-01 00:55:09	1996-02-01 00:55:15	1996-02-01 00:55:15	1996-02-01 00:55:15	6	6	.	correct	0	0	1	.	Geometry	175	0.2549	circle-area	20	0.1416	area	117	0.2278	circle-area	25	0.1233	circle-area	25	0.1234	circle-area	25	0.1234	circle-area	25	0.1233	circle-area	25	0.1233	Single-KC	175	0.2549	circle-area	25	0.1234	circle-area	25	0.1233	KC18	1	0.0488	circle-area	25	0.1233	circle-area	25	0.1227
3167	All Data	Stu_c232f8b37b15ea9fce7afc6b73df17bb	Unit Area	POGS	2	(SCRAP-METAL-AREA QUESTION3)	1996-02-01 00:55:15	1996-02-01 00:55:19	1996-02-01 00:55:19	1996-02-01 00:55:19	4	4	.	correct	0	0	1	.	Geometry	176	0.2548	compose-by-addition	22	0.2752	compose-by-addition	22	0.2865	compose-by-addition	22	0.2754	compose-by-addition	22	0.2750	compose-by-addition	22	0.2750	compose-by-addition	22	0.2754	compose-by-addition	22	0.2754	Single-KC	176	0.2548	compose-by-addition	22	0.2750	compose-by-addition	22	0.2754	KC77	2	0.0933	compose-by-addition	22	0.2754	compose-by-addition	19	0.2999
3168	All Data	Stu_c232f8b37b15ea9fce7afc6b73df17bb	Unit Area	DESIGNING_A_QUILT	2	(AREA QUESTION1)	1996-02-01 00:55:25	1996-02-01 00:55:25	1996-02-01 00:55:25	1996-02-01 00:55:25	0	0	.	correct	0	0	1	.	Geometry	177	0.2548	triangle-area	18	0.2082	area	118	0.2274	triangle-area	18	0.2081	triangle-area	18	0.2082	triangle-area	18	0.2082	triangle-area	18	0.2081	triangle-area	18	0.2081	Single-KC	177	0.2548	triangle-area	18	0.2082	triangle-area	18	0.2081	KC68	2	0.2007	triangle-area	18	0.2081	triangle-area	18	0.2078
3169	All Data	Stu_c232f8b37b15ea9fce7afc6b73df17bb	Unit Area	DESIGNING_A_QUILT	2	(WHITE-AREA QUESTION1)	1996-02-01 00:55:25	1996-02-01 00:55:38	1996-02-01 00:55:39	1996-02-01 00:55:39	14	.	14	incorrect	1	0	1	.	Geometry	178	0.2547	compose-by-multiplication	12	0.1547	compose-by-multiplication	12	0.1572	compose-by-multiplication	12	0.1546	compose-by-multiplication	12	0.1547	compose-by-multiplication	12	0.1547	compose-by-multiplication	12	0.1546	compose-by-multiplication	12	0.1546	Single-KC	178	0.2547	compose-by-multiplication	12	0.1547	compose-by-multiplication	12	0.1546	KC66	2	0.2839	compose-by-multiplication	12	0.1546	compose-by-multiplication	12	0.1542
3170	All Data	Stu_c232f8b37b15ea9fce7afc6b73df17bb	Unit Area	DESIGNING_A_QUILT	2	(GREEN-AREA QUESTION1)	1996-02-01 00:55:39	1996-02-01 00:55:47	1996-02-01 00:55:47	1996-02-01 00:55:47	8	8	.	correct	0	0	1	.	Geometry	179	0.2547	compose-by-multiplication	13	0.1404	compose-by-multiplication	13	0.1432	compose-by-multiplication	13	0.1403	compose-by-multiplication	13	0.1403	compose-by-multiplication	13	0.1403	compose-by-multiplication	13	0.1403	compose-by-multiplication	13	0.1403	Single-KC	179	0.2547	compose-by-multiplication	13	0.1403	compose-by-multiplication	13	0.1403	KC122	2	0.0000	compose-by-multiplication	13	0.1403	compose-by-multiplication	13	0.1398
3171	All Data	Stu_c232f8b37b15ea9fce7afc6b73df17bb	Unit Area	DESIGNING_A_QUILT	2	(PURPLE-AREA QUESTION1)	1996-02-01 00:55:47	1996-02-01 00:55:56	1996-02-01 00:55:56	1996-02-01 00:55:56	9	9	.	correct	0	0	1	.	Geometry	180	0.2546	compose-by-multiplication	14	0.1272	compose-by-multiplication	14	0.1302	compose-by-multiplication	14	0.1271	compose-by-multiplication	14	0.1271	compose-by-multiplication	14	0.1271	compose-by-multiplication	14	0.1271	compose-by-multiplication	14	0.1271	Single-KC	180	0.2546	compose-by-multiplication	14	0.1271	compose-by-multiplication	14	0.1271	KC88	2	0.0546	compose-by-multiplication	14	0.1271	compose-by-multiplication	14	0.1266
3172	All Data	Stu_c232f8b37b15ea9fce7afc6b73df17bb	Unit Area	DESIGNING_A_QUILT	2	(AREA QUESTION2)	1996-02-01 00:55:56	1996-02-01 00:55:59	1996-02-01 00:55:59	1996-02-01 00:55:59	3	3	.	correct	0	0	1	.	Geometry	181	0.2546	triangle-area	19	0.2036	area	119	0.2270	triangle-area	19	0.2035	triangle-area	19	0.2037	triangle-area	19	0.2037	triangle-area	19	0.2035	triangle-area	19	0.2035	Single-KC	181	0.2546	triangle-area	19	0.2037	triangle-area	19	0.2035	KC40	2	0.0546	triangle-area	19	0.2035	triangle-area	19	0.2033
3173	All Data	Stu_c232f8b37b15ea9fce7afc6b73df17bb	Unit Area	DESIGNING_A_QUILT	2	(WHITE-AREA QUESTION2)	1996-02-01 00:55:59	1996-02-01 00:56:03	1996-02-01 00:56:03	1996-02-01 00:56:03	4	4	.	correct	0	0	1	.	Geometry	182	0.2546	compose-by-multiplication	15	0.1150	compose-by-multiplication	15	0.1183	compose-by-multiplication	15	0.1149	compose-by-multiplication	15	0.1150	compose-by-multiplication	15	0.1150	compose-by-multiplication	15	0.1149	compose-by-multiplication	15	0.1149	Single-KC	182	0.2546	compose-by-multiplication	15	0.1150	compose-by-multiplication	15	0.1149	KC105	2	0.1676	compose-by-multiplication	15	0.1149	compose-by-multiplication	15	0.1145
3174	All Data	Stu_c232f8b37b15ea9fce7afc6b73df17bb	Unit Area	DESIGNING_A_QUILT	2	(PURPLE-AREA QUESTION2)	1996-02-01 00:56:03	1996-02-01 00:56:08	1996-02-01 00:56:08	1996-02-01 00:56:08	5	5	.	correct	0	0	1	.	Geometry	183	0.2545	compose-by-multiplication	16	0.1039	compose-by-multiplication	16	0.1073	compose-by-multiplication	16	0.1038	compose-by-multiplication	16	0.1039	compose-by-multiplication	16	0.1039	compose-by-multiplication	16	0.1038	compose-by-multiplication	16	0.1038	Single-KC	183	0.2545	compose-by-multiplication	16	0.1039	compose-by-multiplication	16	0.1038	KC6	2	0.0000	compose-by-multiplication	16	0.1038	compose-by-multiplication	16	0.1034
3175	All Data	Stu_c232f8b37b15ea9fce7afc6b73df17bb	Unit Area	DESIGNING_A_QUILT	2	(GREEN-AREA QUESTION2)	1996-02-01 00:56:08	1996-02-01 00:56:11	1996-02-01 00:56:11	1996-02-01 00:56:11	3	3	.	correct	0	0	1	.	Geometry	184	0.2545	compose-by-multiplication	17	0.0937	compose-by-multiplication	17	0.0972	compose-by-multiplication	17	0.0936	compose-by-multiplication	17	0.0938	compose-by-multiplication	17	0.0938	compose-by-multiplication	17	0.0936	compose-by-multiplication	17	0.0936	Single-KC	184	0.2545	compose-by-multiplication	17	0.0938	compose-by-multiplication	17	0.0936	KC56	2	0.1106	compose-by-multiplication	17	0.0936	compose-by-multiplication	17	0.0933
3176	All Data	Stu_c232f8b37b15ea9fce7afc6b73df17bb	Unit Area	DESIGNING_A_QUILT	2	(AREA QUESTION3)	1996-02-01 00:56:11	1996-02-01 00:56:16	1996-02-01 00:56:16	1996-02-01 00:56:16	5	5	.	correct	0	0	1	.	Geometry	185	0.2544	triangle-area	20	0.1992	area	120	0.2266	triangle-area	20	0.1991	triangle-area	20	0.1993	triangle-area	20	0.1993	triangle-area	20	0.1991	triangle-area	20	0.1991	Single-KC	185	0.2544	triangle-area	20	0.1993	triangle-area	20	0.1991	KC115	2	0.1370	triangle-area	20	0.1991	triangle-area	20	0.1988
3177	All Data	Stu_c232f8b37b15ea9fce7afc6b73df17bb	Unit Area	DESIGNING_A_QUILT	2	(WHITE-AREA QUESTION3)	1996-02-01 00:56:16	1996-02-01 00:56:22	1996-02-01 00:56:22	1996-02-01 00:56:22	6	6	.	correct	0	0	1	.	Geometry	186	0.2544	compose-by-multiplication	18	0.0845	compose-by-multiplication	18	0.0880	compose-by-multiplication	18	0.0844	compose-by-multiplication	18	0.0845	compose-by-multiplication	18	0.0845	compose-by-multiplication	18	0.0844	compose-by-multiplication	18	0.0844	Single-KC	186	0.2544	compose-by-multiplication	18	0.0845	compose-by-multiplication	18	0.0844	KC109	2	0.0000	compose-by-multiplication	18	0.0844	compose-by-multiplication	18	0.0840
3178	All Data	Stu_c232f8b37b15ea9fce7afc6b73df17bb	Unit Area	DESIGNING_A_QUILT	2	(PURPLE-AREA QUESTION3)	1996-02-01 00:56:22	1996-02-01 00:56:26	1996-02-01 00:56:26	1996-02-01 00:56:26	4	4	.	correct	0	0	1	.	Geometry	187	0.2543	compose-by-multiplication	19	0.0761	compose-by-multiplication	19	0.0795	compose-by-multiplication	19	0.0760	compose-by-multiplication	19	0.0761	compose-by-multiplication	19	0.0761	compose-by-multiplication	19	0.0760	compose-by-multiplication	19	0.0760	Single-KC	187	0.2543	compose-by-multiplication	19	0.0761	compose-by-multiplication	19	0.0760	KC99	2	0.0000	compose-by-multiplication	19	0.0760	compose-by-multiplication	19	0.0756
3179	All Data	Stu_c232f8b37b15ea9fce7afc6b73df17bb	Unit Area	DESIGNING_A_QUILT	2	(GREEN-AREA QUESTION3)	1996-02-01 00:56:26	1996-02-01 00:56:28	1996-02-01 00:56:28	1996-02-01 00:56:28	2	2	.	correct	0	0	1	.	Geometry	188	0.2543	compose-by-multiplication	20	0.0684	compose-by-multiplication	20	0.0718	compose-by-multiplication	20	0.0683	compose-by-multiplication	20	0.0685	compose-by-multiplication	20	0.0685	compose-by-multiplication	20	0.0683	compose-by-multiplication	20	0.0683	Single-KC	188	0.2543	compose-by-multiplication	20	0.0685	compose-by-multiplication	20	0.0683	KC121	2	0.0000	compose-by-multiplication	20	0.0683	compose-by-multiplication	20	0.0680
3180	All Data	Stu_c232f8b37b15ea9fce7afc6b73df17bb	Unit Area	COVERING_POOL	2	(RADIUS QUESTION1)	1996-02-01 00:56:32	1996-02-01 00:56:32	1996-02-01 00:56:32	1996-02-01 00:56:32	0	0	.	correct	0	0	1	.	Geometry	189	0.2543	circle-area	21	0.1314	area	121	0.2261	circle-area	26	0.1161	circle-area	26	0.1163	circle-area	26	0.1163	circle-area	26	0.1161	circle-area	26	0.1161	Single-KC	189	0.2543	circle-area	26	0.1163	circle-area	26	0.1161	KC118	2	0.4220	circle-area	26	0.1161	circle-area	26	0.1155
3181	All Data	Stu_c232f8b37b15ea9fce7afc6b73df17bb	Unit Area	COVERING_POOL	2	(DIAMETER QUESTION1)	1996-02-01 00:56:32	1996-02-01 00:56:37	1996-02-01 00:56:37	1996-02-01 00:56:37	5	5	.	correct	0	0	1	.	Geometry	190	0.2542	circle-diameter	12	0.2483	diameter	12	0.2564	circle-diameter	12	0.2486	circle-diameter	12	0.2485	circle-diameter	12	0.2485	circle-diameter	12	0.2486	circle-diameter	12	0.2486	Single-KC	190	0.2542	circle-diameter	12	0.2485	circle-diameter	12	0.2486	KC79	2	0.3593	circle-diameter	12	0.2486	circle-diameter	12	0.2469
3182	All Data	Stu_c451386562a85a0cc50c36d6df6db731	Unit Area	RECTANGLE_ABCD	1	(HEIGHT QUESTION2)	1996-02-01 00:00:05	1996-02-01 00:00:05	1996-02-01 00:00:05	1996-02-01 00:00:05	0	0	.	correct	0	0	1	.	Geometry	1	0.2993	rectangle-area	1	0.1580	area	1	0.3254	sq_rect-area	1	0.1487	rectangle-area	1	0.1581	rectangle-area	1	0.1581	square-rect-area	1	0.1487	square-rect-area	1	0.1487	Single-KC	1	0.2993	rectangle-area	1	0.1581	rectangle-area	1	0.1487	KC69	1	0.2155	square-rect-area	1	0.1487	square-rect-area	1	0.1431
3183	All Data	Stu_c451386562a85a0cc50c36d6df6db731	Unit Area	RECTANGLE_ABCD	1	(BASE QUESTION3)	1996-02-01 00:00:05	1996-02-01 00:00:10	1996-02-01 00:00:10	1996-02-01 00:00:10	5	5	.	correct	0	0	1	.	Geometry	2	0.2992	rectangle-area	2	0.1533	area	2	0.3249	sq_rect-area	2	0.1458	rectangle-area	2	0.1534	rectangle-area	2	0.1534	square-rect-area	2	0.1458	square-rect-area	2	0.1458	Single-KC	2	0.2992	rectangle-area	2	0.1534	rectangle-area	2	0.1458	KC16	1	0.1715	square-rect-area	2	0.1458	square-rect-area	2	0.1387
3184	All Data	Stu_c451386562a85a0cc50c36d6df6db731	Unit Area	RECTANGLE_ABCD	1	(AREA QUESTION1)	1996-02-01 00:00:10	1996-02-01 00:00:14	1996-02-01 00:00:14	1996-02-01 00:00:14	4	4	.	correct	0	0	1	.	Geometry	3	0.2992	rectangle-area	3	0.1487	area	3	0.3244	sq_rect-area	3	0.1429	rectangle-area	3	0.1488	rectangle-area	3	0.1488	square-rect-area	3	0.1429	square-rect-area	3	0.1429	Single-KC	3	0.2992	rectangle-area	3	0.1488	rectangle-area	3	0.1429	KC12	1	0.1273	square-rect-area	3	0.1429	square-rect-area	3	0.1343
3185	All Data	Stu_c451386562a85a0cc50c36d6df6db731	Unit Area	BUILDING_A_SIDEWALK	1	(LARGE-RECTANGLE-AREA QUESTION1)	1996-02-01 00:00:19	1996-02-01 00:00:19	1996-02-01 00:00:19	1996-02-01 00:00:19	0	0	.	correct	0	0	1	.	Geometry	4	0.2991	rectangle-area	4	0.1442	area	4	0.3239	sq_rect-area	4	0.1400	rectangle-area	4	0.1443	rectangle-area	4	0.1443	square-rect-area	4	0.1400	square-rect-area	4	0.1400	Single-KC	4	0.2991	rectangle-area	4	0.1443	rectangle-area	4	0.1400	KC53	1	0.0744	square-rect-area	4	0.1400	square-rect-area	4	0.1301
3186	All Data	Stu_c451386562a85a0cc50c36d6df6db731	Unit Area	BUILDING_A_SIDEWALK	1	(POOL-AREA QUESTION1)	1996-02-01 00:00:19	1996-02-01 00:00:22	1996-02-01 00:00:22	1996-02-01 00:00:22	3	3	.	correct	0	0	1	.	Geometry	5	0.2991	rectangle-area	5	0.1398	area	5	0.3233	sq_rect-area	5	0.1372	rectangle-area	5	0.1399	rectangle-area	5	0.1399	square-rect-area	5	0.1372	square-rect-area	5	0.1372	Single-KC	5	0.2991	rectangle-area	5	0.1399	rectangle-area	5	0.1372	KC39	1	0.1124	square-rect-area	5	0.1372	square-rect-area	5	0.1260
3187	All Data	Stu_c451386562a85a0cc50c36d6df6db731	Unit Area	BUILDING_A_SIDEWALK	1	(SIDEWALK-AREA QUESTION1)	1996-02-01 00:00:22	1996-02-01 00:00:38	1996-02-01 00:00:39	1996-02-01 00:00:39	17	.	17	incorrect	1	0	1	.	Geometry	6	0.2991	compose-by-addition	1	0.3496	compose-by-addition	1	0.3319	compose-by-addition	1	0.3505	compose-by-addition	1	0.3494	compose-by-addition	1	0.3494	compose-by-addition	1	0.3505	compose-by-addition	1	0.3505	Single-KC	6	0.2991	compose-by-addition	1	0.3494	compose-by-addition	1	0.3505	KC62	1	0.3235	compose-by-addition	1	0.3505	compose-by-addition	1	0.3741
