"","ï..Row","Sample","Anon.Student.Id","Problem.Hierarchy","Problem.Name","Problem.View","Problem.Start.Time","Problem.End.Time","Latency..sec.","Steps.Missing.Start.Times","Hints","Incorrects","Corrects","Avg.Corrects","Steps","Avg.Assistance.Score","Correct.First.Attempts","Condition","KCs..Geometry.","Steps.without.KCs..Geometry.","KC.List..Geometry.","KCs..KRE_circle_area.","Steps.without.KCs..KRE_circle_area.","KC.List..KRE_circle_area.","KCs..Khushboo.","Steps.without.KCs..Khushboo.","KC.List..Khushboo.","KCs..MJB.SQRECT.Merge.","Steps.without.KCs..MJB.SQRECT.Merge.","KC.List..MJB.SQRECT.Merge.","KCs..MyKC.","Steps.without.KCs..MyKC.","KC.List..MyKC.","KCs..NNEWWW.","Steps.without.KCs..NNEWWW.","KC.List..NNEWWW.","KCs..New.","Steps.without.KCs..New.","KC.List..New.","KCs..NewModel.","Steps.without.KCs..NewModel.","KC.List..NewModel.","KCs..Single.KC.","Steps.without.KCs..Single.KC.","KC.List..Single.KC.","KCs..Textbook.","Steps.without.KCs..Textbook.","KC.List..Textbook.","KCs..Textbook.test.","Steps.without.KCs..Textbook.test.","KC.List..Textbook.test.","KCs..Unique.step.","Steps.without.KCs..Unique.step.","KC.List..Unique.step.","KCs..Zhulin_Textbook11_SquareRectMerge.","Steps.without.KCs..Zhulin_Textbook11_SquareRectMerge.","KC.List..Zhulin_Textbook11_SquareRectMerge.","KCs..new.KC.model.name.","Steps.without.KCs..new.KC.model.name.","KC.List..new.KC.model.name."
"733",733,"All Data","Stu_ac89a0ef007fb0c8c920b786e2822d83","Unit Area","POGS",1,"2/1/1996 0:33","2/1/1996 0:34",70,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"Single-KC",1,0,"compose-by-addition",1,0,"compose-by-addition",3,0,"KC33, KC77, KC94",1,0,"compose-by-addition",1,0,"compose-by-addition"
"734",734,"All Data","Stu_ac89a0ef007fb0c8c920b786e2822d83","Unit Area","ONE_CIRCLE_IN_CIRCLE",1,"2/1/1996 0:35","2/1/1996 0:36",35,0,0,0,2,1,2,0,2,0,1,0,"Geometry",2,0,"circle-area, compose-by-addition",2,0,"area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",1,0,"Single-KC",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"KC38, KC97",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition"
"735",735,"All Data","Stu_ac89a0ef007fb0c8c920b786e2822d83","Unit Area","ONE_CIRCLE_IN_SQUARE",1,"2/1/1996 0:36","2/1/1996 0:36",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"Single-KC",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"KC20",1,0,"compose-by-addition",1,0,"compose-by-addition"
"736",736,"All Data","Stu_ac89a0ef007fb0c8c920b786e2822d83","Unit Area","TWO_CIRCLES_IN_CIRCLE",1,"2/1/1996 0:37","2/1/1996 0:38",52,0,0,1,2,1,2,0.5,1,0,1,0,"Geometry",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"Single-KC",1,0,"compose-by-addition",1,0,"compose-by-addition",2,0,"KC129, KC32",1,0,"compose-by-addition",1,0,"compose-by-addition"
"737",737,"All Data","Stu_ac89a0ef007fb0c8c920b786e2822d83","Unit Area","TWO_CIRCLES_IN_SQUARE",1,"2/1/1996 0:40","2/1/1996 0:40",11,0,0,0,2,1,2,0,2,0,1,0,"Geometry",2,0,"compose-by-addition, compose-by-multiplication",2,0,"compose-by-addition, compose-by-multiplication",2,0,"compose-by-addition, compose-by-multiplication",2,0,"compose-by-addition, compose-by-multiplication",2,0,"compose-by-addition, compose-by-multiplication",2,0,"compose-by-addition, compose-by-multiplication",2,0,"compose-by-addition, compose-by-multiplication",1,0,"Single-KC",2,0,"compose-by-addition, compose-by-multiplication",2,0,"compose-by-addition, compose-by-multiplication",2,0,"KC111, KC96",2,0,"compose-by-addition, compose-by-multiplication",2,0,"compose-by-addition, compose-by-multiplication"
"738",738,"All Data","Stu_ac89a0ef007fb0c8c920b786e2822d83","Unit Area","CIRCLE_DIAMETER",1,"2/1/1996 0:41","2/1/1996 0:42",13,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-circumference, circle-diameter, circle-pi",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"KC13, KC130, KC60",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter"
"739",739,"All Data","Stu_ac89a0ef007fb0c8c920b786e2822d83","Unit Area","LAWN_SPRINKLER",2,"2/1/1996 0:42","2/1/1996 0:42",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"circle-area",1,0,"area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"Single-KC",1,0,"circle-area",1,0,"circle-area",1,0,"KC52",1,0,"circle-area",1,0,"circle-area"
"740",740,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","RECTANGLE_ABCD",1,"2/1/1996 0:00","2/1/1996 0:01",28,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"rectangle-area",1,0,"area",1,0,"sq_rect-area",1,0,"rectangle-area",1,0,"rectangle-area",1,0,"square-rect-area",1,0,"square-rect-area",1,0,"Single-KC",1,0,"rectangle-area",1,0,"rectangle-area",3,0,"KC12, KC16, KC69",1,0,"square-rect-area",1,0,"square-rect-area"
"743",743,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","SQUARE_ABCD",1,"2/1/1996 0:03","2/1/1996 0:03",13,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"square-area",1,0,"area",1,0,"sq_rect-area",1,0,"square-area",1,0,"square-area",1,0,"square-rect-area",1,0,"square-rect-area",1,0,"Single-KC",1,0,"square-area",1,0,"rectangle-area",3,0,"KC17, KC24, KC75",1,0,"square-rect-area",1,0,"square-rect-area"
"746",746,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","TRAPEZOID_AREA",1,"2/1/1996 0:08","2/1/1996 0:08",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"KC47",1,0,"trapezoid-area",1,0,"trapezoid-area"
"747",747,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","TRAPEZOID_HEIGHT",1,"2/1/1996 0:08","2/1/1996 0:08",1,0,0,1,1,1,1,1,0,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"KC23",1,0,"trapezoid-area",1,0,"trapezoid-area"
"748",748,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","TRAPEZOID_BASE",1,"2/1/1996 0:09","2/1/1996 0:09",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"KC102",1,0,"trapezoid-area",1,0,"trapezoid-area"
"750",750,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","TRAPEZOID_HEIGHT",2,"2/1/1996 0:13","2/1/1996 0:15",73,0,0,1,3,3,1,1,0,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"KC23",1,0,"trapezoid-area",1,0,"trapezoid-area"
"751",751,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","TRIANGLE_ABC",1,"2/1/1996 0:15","2/1/1996 0:16",44,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",1,0,"triangle-area",1,0,"area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"Single-KC",1,0,"triangle-area",1,0,"triangle-area",3,0,"KC3, KC89, KC98",1,0,"triangle-area",1,0,"triangle-area"
"752",752,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","TRIANGLE_TRIANGLE",1,"2/1/1996 0:16","2/1/1996 0:16",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"triangle-area",1,0,"area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"Single-KC",1,0,"triangle-area",1,0,"triangle-area",1,0,"KC48",1,0,"triangle-area",1,0,"triangle-area"
"753",753,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","PENTAGON",1,"2/1/1996 0:17","2/1/1996 0:18",70,0,0,4,5,1.667,3,1.333,1,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,"KC116, KC131, KC49",1,0,"pentagon-area",1,0,"pentagon-area"
"754",754,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","TRIANGLE_RECTANGLE",1,"2/1/1996 0:18","2/1/1996 0:18",3,0,0,1,2,1,2,0.5,1,0,1,0,"Geometry",2,0,"compose-by-multiplication, triangle-area",2,0,"area, compose-by-multiplication",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",1,0,"Single-KC",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"KC110, KC42",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area"
"756",756,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","PENTAGON_ABCDE",1,"2/1/1996 0:22","2/1/1996 0:23",75,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,"KC10, KC112, KC25",1,0,"pentagon-area",1,0,"pentagon-area"
"757",757,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","TRIANGLE_AREA",1,"2/1/1996 0:24","2/1/1996 0:24",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"triangle-area",1,0,"area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"Single-KC",1,0,"triangle-area",1,0,"triangle-area",1,0,"KC37",1,0,"triangle-area",1,0,"triangle-area"
"758",758,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","PENTAGON_ABCDE",2,"2/1/1996 0:24","2/1/1996 0:24",38,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,"KC10, KC112, KC25",1,0,"pentagon-area",1,0,"pentagon-area"
"760",760,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","PENTAGON",2,"2/1/1996 0:26","2/1/1996 0:26",25,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,"KC116, KC131, KC49",1,0,"pentagon-area",1,0,"pentagon-area"
"761",761,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","PENTAGON_ABCDE",3,"2/1/1996 0:26","2/1/1996 0:27",20,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,"KC10, KC112, KC25",1,0,"pentagon-area",1,0,"pentagon-area"
"763",763,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","LAWN_SPRINKLER",1,"2/1/1996 0:31","2/1/1996 0:31",1,0,0,1,1,1,1,1,0,0,1,0,"Geometry",1,0,"circle-area",1,0,"area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"Single-KC",1,0,"circle-area",1,0,"circle-area",1,0,"KC52",1,0,"circle-area",1,0,"circle-area"
"764",764,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","COVERING_POOL",1,"2/1/1996 0:32","2/1/1996 0:32",34,0,0,0,2,1,2,0,2,0,1,0,"Geometry",2,0,"circle-area, circle-diameter",2,0,"area, diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",1,0,"Single-KC",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"KC118, KC79",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter"
"765",765,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","DOG_ON_A_ROPE",1,"2/1/1996 0:32","2/1/1996 0:33",19,0,0,0,2,1,2,0,2,0,1,0,"Geometry",2,0,"circle-area, circle-circumference",2,0,"area, circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",1,0,"Single-KC",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"KC103, KC87",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference"
"767",767,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","CIRCLE_DIAMETER",1,"2/1/1996 0:34","2/1/1996 0:34",13,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",3,0,"circle-circumference, circle-diameter, circle-pi",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"KC13, KC130, KC60",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter"
"768",768,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","CIRCLE_AREA",1,"2/1/1996 0:34","2/1/1996 0:34",35,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"KC44, KC63, KC86",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter"
"769",769,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","CIRCLE_CIRCUMFERENCE",1,"2/1/1996 0:35","2/1/1996 0:35",40,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-circumference, circle-diameter, circle-pi",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"KC11, KC125, KC58",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter"
"770",770,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","LAWN_SPRINKLER",2,"2/1/1996 0:35","2/1/1996 0:35",1,0,0,1,1,1,1,1,0,0,1,0,"Geometry",1,0,"circle-area",1,0,"area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"Single-KC",1,0,"circle-area",1,0,"circle-area",1,0,"KC52",1,0,"circle-area",1,0,"circle-area"
"771",771,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","CIRCLE_DIAMETER",2,"2/1/1996 0:36","2/1/1996 0:36",11,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-circumference, circle-diameter, circle-pi",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"KC13, KC130, KC60",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter"
"772",772,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","CIRCLE_RADIUS",1,"2/1/1996 0:36","2/1/1996 0:36",10,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-circumference, circle-diameter, circle-pi",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"KC14, KC51, KC72",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter"
"773",773,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","DOG_ON_A_ROPE",2,"2/1/1996 0:36","2/1/1996 0:36",10,0,0,0,2,1,2,0,2,0,1,0,"Geometry",2,0,"circle-area, circle-circumference",2,0,"area, circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",1,0,"Single-KC",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"KC103, KC87",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference"
"775",775,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","WATERING_VEGGIES",1,"2/1/1996 0:40","2/1/1996 0:40",17,0,0,2,3,1,3,0.667,1,0,1,0,"Geometry",3,0,"circle-area, compose-by-addition, square-area",2,0,"area, compose-by-addition",3,0,"circle-area, compose-by-addition, sq_rect-area",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area",1,0,"Single-KC",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"KC119, KC36, KC83",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area"
"777",777,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","ONE_CIRCLE_IN_CIRCLE",1,"2/1/1996 0:41","2/1/1996 0:41",13,0,0,1,2,1,2,0.5,1,0,1,0,"Geometry",2,0,"circle-area, compose-by-addition",2,0,"area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",1,0,"Single-KC",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"KC38, KC97",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition"
"778",778,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","ONE_CIRCLE_IN_SQUARE",1,"2/1/1996 0:42","2/1/1996 0:42",9,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",3,0,"circle-area, compose-by-addition, square-area",2,0,"area, compose-by-addition",3,0,"circle-area, compose-by-addition, sq_rect-area",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area",1,0,"Single-KC",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"KC20, KC55, KC61",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area"
"779",779,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","TWO_CIRCLES_IN_CIRCLE",1,"2/1/1996 0:42","2/1/1996 0:43",43,0,0,2,4,1,4,0.5,2,0,1,0,"Geometry",2,0,"circle-area, compose-by-addition",2,0,"area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",1,0,"Single-KC",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",4,0,"KC129, KC30, KC32, KC81",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition"
"781",781,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","POGS",2,"2/1/1996 0:44","2/1/1996 0:45",45,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"Single-KC",1,0,"compose-by-addition",1,0,"compose-by-addition",3,0,"KC33, KC77, KC94",1,0,"compose-by-addition",1,0,"compose-by-addition"
"783",783,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","TWO_CIRCLES_IN_CIRCLE",2,"2/1/1996 0:47","2/1/1996 0:47",29,0,0,2,4,1,4,0.5,2,0,1,0,"Geometry",2,0,"circle-area, compose-by-addition",2,0,"area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",1,0,"Single-KC",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",4,0,"KC129, KC30, KC32, KC81",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition"
"784",784,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","ONE_CIRCLE_IN_SQUARE",2,"2/1/1996 0:48","2/1/1996 0:48",14,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-area, compose-by-addition, square-area",2,0,"area, compose-by-addition",3,0,"circle-area, compose-by-addition, sq_rect-area",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area",1,0,"Single-KC",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"KC20, KC55, KC61",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area"
"785",785,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","ONE_CIRCLE_IN_CIRCLE",2,"2/1/1996 0:48","2/1/1996 0:48",5,0,0,1,2,1,2,0.5,1,0,1,0,"Geometry",2,0,"circle-area, compose-by-addition",2,0,"area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",1,0,"Single-KC",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"KC38, KC97",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition"
"787",787,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","TRIANGLE_TRIANGLE",2,"2/1/1996 0:50","2/1/1996 0:50",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"triangle-area",1,0,"area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"Single-KC",1,0,"triangle-area",1,0,"triangle-area",1,0,"KC48",1,0,"triangle-area",1,0,"triangle-area"
"788",788,"All Data","Stu_ac8f950f416639e014a1294ac59b4086","Unit Area","TRIANGLE_AREA",2,"2/1/1996 0:50","2/1/1996 0:50",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"triangle-area",1,0,"area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"Single-KC",1,0,"triangle-area",1,0,"triangle-area",1,0,"KC37",1,0,"triangle-area",1,0,"triangle-area"
